标题,总价,单价,区域,房屋户型,建筑面积,户型结构,建筑类型,所在楼层,楼层高度,套内面积,房屋朝向,建筑结构,装修情况,户梯比例,配备电梯,周边配套,交通出行
二号线江泰路地铁口100米左右 市场、湾科派、燕汇广场,128,24170,海珠,2室1厅1卫,52.96㎡,平层,塔楼,高楼层(共9层),暂无数据,暂无,西,钢混结构,其他,,,商场：燕汇广场~、南珠广场~、润政广场。银行：建设银行~、工商银行。幼儿园：江南大道南幼儿园~、海富幼儿园公园~、晓港公园~、庄头公园。医院：广医二院~、省口腔医院~、珠江医院。市场：江燕市场~、泰宁市场~、金紫里市场等,地铁：2号线江泰路站180米。公交：江泰路站总站：469号992号~、江南大道南：253路812路967路
安静不吵~、旺中带静~、采光不    户型方正,178,26759,海珠,3室1厅1卫,66.52㎡,平层,板楼,中楼层(共9层),暂无数据,暂无,东北东北,钢混结构,简装,,,广州酒家~、明记海鲜城~、新兴家喻酒家~、好彩酒家~、又一间茶点轩~、天成川菜~、景膳酒家~、麦当劳~、肯德基~、必胜客~、医疗（广东省口腔医院~、广州医科第二附属医院~、南方医科大学珠江医院）~、菜市场：细岗市场~、金昌市场~、银行：建设银行~、交通银行~、农业.,地铁：2号线8号线可达越秀荔湾白云番禺佛山天河~、11号线将于2012年底开通公交站：礼岗路站：B9~、13~、86~、180~、186~、192~、244A~、244~、253~、530~、87~、86~、546.信和广场站：186~、244A~、244~、250~、299~、530~、夜22.昌岗路口站：10~、44~、221~、527
低楼层安静不吵产权清晰~、满五~、大院管理总Jia低,113,19846,海珠,2室1厅1卫,56.94㎡,平层,塔楼,低楼层(共8层),暂无数据,暂无,东,钢混结构,简装,,,,
光大花园三期 大三房 安静舒适 通风对流 近江边 省级,725,58948,海珠,3室2厅2卫,122.99㎡,平层,塔楼,低楼层(共33层),暂无数据,101.8㎡,西北,钢混结构,精装,,有,商场：乐峰广场、盒马生鲜~、太古仓以及中船汇尽在300米内;银行：农业银行~、工商银行、建设银行、中国银行等等；市场：榕景菜市场、沙园市场；医院：珠江医院~、红十会医院、社区医院。,东门西门门口都有多条公交首末站。地铁：8号线沙园站、广佛线沙园站。
滨江西 三面单边 原装电梯 一线江景 全明房,350,40604,海珠,3室1厅1卫,86.2㎡,平层,塔楼,中楼层(共20层),暂无数据,暂无,西北,钢混结构,简装,,有,楼下即是鳌洲码头~、与越秀一江之隔就近有沙面公园、洲头咀公园,地铁：8号线同福西地铁站一站到文化公园站可换成六号线三站到沙园换乘广佛线地处人民桥旁边下楼出大院就是滨江公交滨江西站同福西站市红十字会医院站经过同福中的线路有10路~、16路~、183路~、25路~、270路~、530路B21路夜37路
原装电梯  直望广州塔 高层通风采光好 精装两房,252,33285,海珠,2室1厅1卫,75.71㎡,平层,塔楼,高楼层(共29层),暂无数据,暂无,西南,钢混结构,精装,,有,购物:赤岗购物步行街纵横广场珠影广场饮食:赤岗北路四季天地饮食广场艺园路饮食步行街嘉宴海鲜酒家麦当劳肯德基娱乐:哈艺电影院城KPrtKtv市政单位:广州市自来水公司、广州煤气公司医院:省二医、中西结合医院财厅:建设银行、农业银行。,地铁站:客村站、赤岗站公交站:珠影站共有30多条线路可供你选择14路、37路、69路、(源江线131A路、131B路)、184路、190路、270路、226路、B7路、B7路快线、大学城专线、高峰路线:22路、39路、55路、59路、6路、74路夜车路线有:101路、29路、45路.
翁记甄选·琶洲雅郡大平层一目三景半里名XIAO,1045,58738,海珠,4室2厅2卫,177.91㎡,平层,塔楼,中楼层(共9层),暂无数据,暂无,南,钢混结构,其他,,有,,
江燕花园正规两房~、江泰路地铁口~、双地铁,199,38529,海珠,2室1厅1卫,51.65㎡,平层,塔楼,中楼层(共9层),暂无数据,45.85㎡,北,钢混结构,其他,,有,配套：广州医学院第二附属医院、口腔医院、珠江医院、石溪中医院、江南外科医院。华润、保利红棉市场、石溪肉菜市场。中国银行、工商银行、建设银行等等,地铁：2/11号线江泰地铁站~、2/8号线昌岗地铁站公交：江燕路公交站~、每天多路公交车过站~、出行便利
磨碟沙电商总部旁~、南向电梯两房~、近赤岗地铁,420,57276,海珠,2室1厅1卫,73.33㎡,平层,塔楼,中楼层(共11层),暂无数据,61.06㎡,南,钢混结构,简装,,有,购物赤岗购物步行街纵横广场四季天地商城珠影广场沃尔玛商场医院省二医磨碟沙电商总部~、国际媒体港广州科学馆美术馆旁边再建的TIT科贸园,公交车站：B7路~、14路~、303路~、239路~、230路~、211路~、247路~、51路~、229路等。地铁站：步行到8号线赤岗地铁站550米~、步行到3号线/8号线客村地铁站950米~、未来还有一条12号线24年开通~、步行500米
安静望花园~、全屋明亮~、保养好~、产权清晰,110,25282,海珠,2室1厅1卫,43.51㎡,平层,塔楼,中楼层(共9层),暂无数据,38.23㎡,南,钢混结构,精装,,,医院/银行/市场；中山大学附属第二医院南院;工商银行、农业银行、中国银行、建设银行、民生银行、沃尔玛、晓港湾市场、侨城市场,地铁2号线东晓南距离A出口公交546~、263~、247~、960~、836~、239~、276~、779等多路公交
龙祥大厦   两房一厅  满五唯一   通风采光好,160,24822,海珠,2室1厅1卫,64.46㎡,平层,塔楼,高楼层(共10层),暂无数据,56.12㎡,西,钢混结构,简装,,,广东省第二人民医院~、四二一军区医院~、哈艺时尚影城~、福满多购物广场~、优佳生活~、纵横广场,地铁3号线~、地铁8号线赤岗站~、赤岗公交总站~、琶洲电商总部公交站~、有通往天河~、琶洲~、珠江新城公交
中楼层实用三房~、户型格局方正。,200,28707,海珠,3室1厅1卫,69.67㎡,平层,塔楼,中楼层(共9层),暂无数据,64.26㎡,东南,钢混结构,其他,,,商场：合悦PARK广场~、丽影广场富力海珠城；公园：晓港公园~、中大校园~、海珠湖湿地公园；银行：建设银行~、农业银行,地铁：8号线中大地铁站~、10号线中大南门站公交：中山大学站~、康乐村公交站新港西路主干道
鸿新苑装修新正宗一房一厅~、拎包就可以入住,120,26491,海珠,1室1厅1卫,45.3㎡,平层,塔楼,高楼层(共9层),暂无数据,暂无,南北,钢混结构,精装,,,交通八号线鹭江地铁口三号线客村地铁口~、商城丽影广场沃尔玛合生广场和达广场~、休闲二沙岛江边医疗新海医院,
怡安花园 海实 过五唯一 看小区花园 安静 楼龄新,210,30573,海珠,2室2厅1卫,68.69㎡,平层,塔楼,中楼层(共9层),暂无数据,暂无,北,钢混结构,简装,,,市二宫地铁~、富基广场~、小港路菜市场~、第二工人文化宫在建~、奥特莱斯广场~、江南西步行街,小区公共交通便利~、步行至2号线市二宫地铁站500米~、1个站可转6号线海珠广场~、2个站可转1号线公园前与8号线昌岗~、5个站内可转5号线和广佛线。步行至公交车站大约500米~、江湾桥南公交站~、可到广州市各个区域。自驾出行可走江南大道~、江湾路~、滨江路。
江南西 电梯两房 地铁400米 实用两房 业主诚意卖,239,32531,海珠,2室1厅1卫,73.47㎡,平层,板楼,高楼层(共8层),暂无数据,66.38㎡,东西,钢混结构,精装,,有,拥有800米江南西步行街、新一城商场、富力海珠城。市场：van松园市场、江南东肉菜市场、泰宁市场、沙园市场。银行：中国银行、建设银行、工商银行、农业银行。医院：正骨医院~、广医二院~、珠江医院、红十字会医院。,离江南西地铁B出口400米~、可坐2号线到广州南北区域~、坐一站到昌岗地铁站可转8号线。有多个公交站~、包括南村站~、江南西路站~、华海大厦站等~、可通往广州各大区域~、交通便利。
怡雅苑小区花园 原装电梯 楼龄新 南向三房带主人套,378,35749,海珠,3室1厅2卫,105.74㎡,平层,塔楼,中楼层(共17层),暂无数据,90.98㎡,东南,钢混结构,其他,,有,小区内部配套泳池、网球场、幼儿园、市场、公交车站~、医院:海珠区妇幼保健院、爱心动物医院(宝岗大道)、广州中医药附属骨伤科医院,
光大榕岸 东南向大三房 对流通透 采光通风好,690,52874,海珠,3室2厅2卫,130.5㎡,平层,塔楼,低楼层(共33层),暂无数据,暂无,东南,钢混结构,其他,,有,银行：农业银行~、工商银行、建设银行、中国银行。市场；榕景菜市场、沙园市场、、医院：红十会医院、社区医院~、珠江医院。chao市；乐峰广场、盒马生鲜~、景点：宝业路步行街太古仓中船汇等。,9路、10路、31路、59路、75路、79路、202路、220路、237路、251路、288路、B21路、123路、243路、813路、963路、780路地铁：8号线沙园站、广佛线沙园站
适合上车的刚需小两房 安静不吵 加装3方小阳台,130,24972,海珠,2室1厅1卫,52.06㎡,平层,塔楼,低楼层(共10层),暂无数据,暂无,东南,钢混结构,精装,,有,医院：三甲医院、中山二院孙逸仙纪念医院、珠江医院、石溪中医院~、大型商场:海珠新都荟广场、盈熙广场、华润*家、沃尔玛、肉菜市场：瑞宝肉菜市场、晓港湾肉菜市场、侨诚肉菜市场等~、海珠智汇创意园~、上涌果树公园~、海珠湖湿地公园,三地铁：广州地铁2号线和在建10号线东晓南~、地铁广佛线南洲站石溪站~、高铁站广州南站（5个地铁站）~、公交总站途经线路包括5、35.70、80、129、263273、299、308、546、836、822号等线路畅达广州各区
南洲名苑 1室0厅 西南,120,37999,海珠,1室0厅1卫,31.58㎡,平层,塔楼,中楼层(共11层),暂无数据,暂无,西南,钢混结构,简装,,有,,
穗宁花园 小区花园环境 低层南向实用2房,190,30362,海珠,2室1厅1卫,62.58㎡,平层,塔楼,低楼层(共9层),暂无数据,暂无,南,钢混结构,精装,,有,,地铁：2/11号线江泰地铁站~、8号线晓港地铁站公交：南泰路公交站~、泰沙路公交站~、每天多路公交车过站~、出行便利
房子采光很好 实用 东北向 双卫 封闭式管理 近地铁,279,32066,海珠,2室2厅2卫,87.01㎡,平层,板楼,低楼层(共30层),暂无数据,68.75㎡,东北,钢混结构,精装,,有,综合商场：海珠新都荟广场、苏宁电器、华润X家、新光X货、沃尔玛等；市场：侨城菜市场、晓港湾菜市场、瑞宝菜市场等；医院：中山二院南院三甲、紫荆医院等；银行：中国银行、工商银行、建设银行、农业银行、民生银行等；邮局：晓港湾邮局。,
此房 满五年 户型方正  装修保养好,215,32795,海珠,2室1厅1卫,65.56㎡,平层,塔楼,低楼层(共33层),暂无数据,暂无,东,钢混结构,简装,,有,生活配套：医院：石溪医院、珠江医院、中山二院南院~、恒大社区健康医疗邮局：鸣翠邮局、南石头邮局银行林立：工行、兴业、招行、邮政等。餐饮：KFC~、麦当劳~、真功夫潮汕美食等。娱乐休闲金碧大世界等~、明星会KTV购物广场：胜汇里美食街~、新都荟购物广场,广佛石溪地铁站~、地铁二号线东晓南地铁站~、还有在建的10号线石溪地铁站~、公交车站：金碧花园站（公交车站）
三馆一塔旁 泓景东向一房 安静采光好 舒适度高,330,65192,海珠,1室1厅1卫,50.62㎡,平层,塔楼,中楼层(共18层),暂无数据,39.85㎡,东,钢混结构,精装,,有,商场：好又多、沃尔玛、新港商城、四季天地医院：广州海军421医院、177医院、纺织医院、海员医院银行：中国邮政储蓄、中国建设银行、中国工商银行、中国银行、农商银行饮食：天然居海鲜酒家,交通出行：泓景花园位于地铁客村站~、赤岗站~、广州塔站之间~、交通便利。未来十二号线岭南广场站于2023年开通~、距离小区300米左右。门口还有公交车站262路~、B7路121路~、131A路~、229路~、93路~、189路等方便大家出行
朗晴居二期 3梯4户 低密度中层三房 海实,760,55005,海珠,3室2厅2卫,138.17㎡,平层,塔楼,中楼层(共32层),暂无数据,108.68㎡,北,钢混结构,简装,,有,地铁：2号线市二宫~、医院：海珠区中医医院~、商场：奥特莱斯~、盒马鲜生~、小港肉菜市场~、休闲：大元Suai广场~、距离一公里内海珠广场~、北京路商圈,400米左右即可到市二宫~、地铁2号线市二宫地铁站联通海珠~、越秀~、白云三个区~、两站可换8号线~、一站可换6号线~、出行便利。步行120米到江湾路~、有公交车站和江湾桥南站~、551路、112路、220路、59路、222路等20多条公交线路~、可以直达越秀天河区等地区。
地铁口就在家门口~、三房两卫~、安静~、近江边~、满五唯一,510,46394,海珠,3室1厅2卫,109.93㎡,平层,塔楼,中楼层(共28层),暂无数据,92.2㎡,东南,钢混结构,精装,,有,小区门口就有小卖部~、海联路市场~、海印公园~、公交车滨江东路站。过马路就是江边。,小区50米正在建地铁10号线滨江东站~、公交滨江东路站：11路、121路、121A路、131A路、131B路、24路、8路~、旅游公交2线等。
侨诚花园 3室2厅 东南,230,36068,海珠,3室2厅1卫,63.77㎡,平层,塔楼,低楼层(共9层),暂无数据,58.72㎡,东南,钢混结构,其他,,,,
间格方正 实用两房 厅出阳台 采光通风好,158,27827,海珠,2室1厅1卫,56.78㎡,平层,塔楼,高楼层(共10层),暂无数据,暂无,北,钢混结构,简装,,有,市场：华润、国美、东晓南胜汇里美食广场银行：工商、建设、中国、农业、医院：中山二院南院、石溪中医院、紫荆医院其他：麦当劳~、肯德基~、海珠湿地公园~、海珠湖公园,地铁：距离地铁2号线东晓南站、广佛线南洲站~、10号线东晓南站（建设中）公交：晓港湾公交站~、侨诚花园总站；线路：35路~、273路~、964路；70路；5路；82路；129路；263路；276路；766路；780路；961路等
